7,15,Anthony,Bennett,SF
7,21,Andrew,Bynum,C
7,6,Earl,Clark,SF
7,9,Matthew,Dellavedova,SG
7,30,Carrick,Felix,SG
7,33,Alonzo,Gee,SF
7,2,Kyrie,Irving,PG
7,1,Jarrett,Jack,PG
7,10,Sergey,Karasev,SG
7,0,C.J.,Miles,SG
7,14,Henry,Sims,C
7,13,Tristan,Thompson,PF
7,17,Anderson,Varejao,C
7,3,Dion,Waiters,SG
7,40,Tyler,Zeller,C
1,30,Brandon,Bass,PF
1,4,Keith,Bogans,SG
1,0,Avery,Bradley,PG
1,12,MarShon,Brooks,SG
1,27,Jordan,Crawford,SG
1,38,Vitor,Faverani,C
1,8,Jeff,Green,SG
1,43,Kris,Humphries,PF
1,11,Courtney,Lee,SG
1,41,Kelly,Olynyk,C
1,26,Phil,Pressey,PG
1,9,Rajon,Rondo,PG
1,7,Jared,Sullinger,PF
1,45,Gerald,Wallace,SF
2,6,Alan,Anderson,SG
2,0,Andray,Blatche,C 
2,30,Reggie,Evans,PF
2,2,Kevin,Garnett,PF
2,7,Joe,Johnson,SG
2,47,Andrei,Kirilenko,SF
2,14,Shaun,Livingston,PG
2,11,Brook,Lopez,C 
2,34,Paul,Pierce,SF
2,1,Mason,Plumlee,PF
2,20,Tornike,Shengelia,SF
2,10,Tyshawn,Taylor,PG
2,33,Mirza,Teletovic,PF
2,31,Jason,Terry,SG
2,8,Deron,Williams,PG
6,14,D.J.,Augustin,PG
6,5,Carlos,Boozer,PF
6,21,Jimmy,Butler,SG
6,9,Luol,Deng,SF
6,34,Mike,Dunleavy,SF
6,22,Taj,Gibson,PF
6,12,Kirk,Hinrich,SG
6,8,Mike,James,PG
6,48,Nazr,Mohammed,C
6,31,Erik,Murphy,PF
6,13,Joakim,Noah,C
6,1,Derrick,Rose,PG
6,20,Tony,Snell,SF
6,25,Marquis,Teague,PG
12,4,Jeff,Adrien,PF
12,0,Bismack,Biyombo,C 
12,17,Chris,Douglas-Roberts,SG
12,8,Ben,Gordon,SG
12,33,Brendan,Haywood,C 
12,9,Gerald,Henderson,SG
12,25,Al,Jefferson,C 
12,14,Michael,Kidd-Gilchrist,SF
12,11,Josh,McRoberts,PF
12,5,Jannero,Pargo,PG
12,7,Ramon,Sessions,PG
12,44,Jeff,Taylor,SG
12,43,Anthony,Tolliver,PF
12,15,Kemba,Walker,PG
12,40,Cody,Zeller,C 
11,6,Pero,Antic,C
11,14,Gustavo,Ayon,PF
11,42,Elton,Brand,PF
11,5,DeMarre,Carroll,SF
11,7,Jared,Cunningham,SG
11,15,Al,Horford,C
11,12,John,Jenkins,SG
11,26,Kyle,Korver,SG
11,8,Shelvin,Mack,PG
11,20,Cartier,Martin,SF
11,4,Paul,Millsap,PF
11,17,Dennis,Schroder,PG
11,32,Mike,Scott,PF
11,0,Jeff,Teague,PG
11,3,Louis,Williams,SG
13,34,Ray,Allen,SG
13,11,Chris,Andersen,PF
13,50,Joel,Anthony,C
13,31,Shane,Battier,SF
13,8,Michael,Beasley,SF
13,1,Chris,Bosh,C
13,15,Mario,Chalmers,PG
13,30,Norris,Cole,PG
13,40,Udonis,Haslem,PF
13,6,LeBron,James,SF
13,22,James,Jones,SF
13,9,Rashard,Lewis,PF
13,21,Roger,Mason Jr.,SG
13,20,Greg,Oden,C
13,3,Dwyane,Wade,SG
7,15,Anthony,Bennett,SF
7,21,Andrew,Bynum,C
7,6,Earl,Clark,SF
7,9,Matthew,Dellavedova,SG
7,30,Carrick,Felix,SG
7,33,Alonzo,Gee,SF
7,2,Kyrie,Irving,PG
7,1,Jarrett,Jack,PG
7,10,Sergey,Karasev,SG
7,0,C.J.,Miles,SG
7,14,Henry,Sims,C
7,13,Tristan,Thompson,PF
7,17,Anderson,Varejao,C
7,3,Dion,Waiters,SG
7,40,Tyler,Zeller,C
1,30,Brandon,Bass,PF
1,4,Keith,Bogans,SG
1,0,Avery,Bradley,PG
1,12,MarShon,Brooks,SG
1,27,Jordan,Crawford,SG
1,38,Vitor,Faverani,C
1,8,Jeff,Green,SG
1,43,Kris,Humphries,PF
1,11,Courtney,Lee,SG
1,41,Kelly,Olynyk,C
1,26,Phil,Pressey,PG
1,9,Rajon,Rondo,PG
1,7,Jared,Sullinger,PF
1,45,Gerald,Wallace,SF
2,6,Alan,Anderson,SG
2,0,Andray,Blatche,C 
2,30,Reggie,Evans,PF
2,2,Kevin,Garnett,PF
2,7,Joe,Johnson,SG
2,47,Andrei,Kirilenko,SF
2,14,Shaun,Livingston,PG
2,11,Brook,Lopez,C 
2,34,Paul,Pierce,SF
2,1,Mason,Plumlee,PF
2,20,Tornike,Shengelia,SF
2,10,Tyshawn,Taylor,PG
2,33,Mirza,Teletovic,PF
2,31,Jason,Terry,SG
2,8,Deron,Williams,PG
6,14,D.J.,Augustin,PG
6,5,Carlos,Boozer,PF
6,21,Jimmy,Butler,SG
6,9,Luol,Deng,SF
6,34,Mike,Dunleavy,SF
6,22,Taj,Gibson,PF
6,12,Kirk,Hinrich,SG
6,8,Mike,James,PG
6,48,Nazr,Mohammed,C
6,31,Erik,Murphy,PF
6,13,Joakim,Noah,C
6,1,Derrick,Rose,PG
6,20,Tony,Snell,SF
6,25,Marquis,Teague,PG
12,4,Jeff,Adrien,PF
12,0,Bismack,Biyombo,C 
12,17,Chris,Douglas-Roberts,SG
12,8,Ben,Gordon,SG
12,33,Brendan,Haywood,C 
12,9,Gerald,Henderson,SG
12,25,Al,Jefferson,C 
12,14,Michael,Kidd-Gilchrist,SF
12,11,Josh,McRoberts,PF
12,5,Jannero,Pargo,PG
12,7,Ramon,Sessions,PG
12,44,Jeff,Taylor,SG
12,43,Anthony,Tolliver,PF
12,15,Kemba,Walker,PG
12,40,Cody,Zeller,C 
11,6,Pero,Antic,C
11,14,Gustavo,Ayon,PF
11,42,Elton,Brand,PF
11,5,DeMarre,Carroll,SF
11,7,Jared,Cunningham,SG
11,15,Al,Horford,C
11,12,John,Jenkins,SG
11,26,Kyle,Korver,SG
11,8,Shelvin,Mack,PG
11,20,Cartier,Martin,SF
11,4,Paul,Millsap,PF
11,17,Dennis,Schroder,PG
11,32,Mike,Scott,PF
11,0,Jeff,Teague,PG
11,3,Louis,Williams,SG
23,12,LaMarcus,Aldridge,PF
23,5,Will,Barton,SG
23,88,Nicolas,Batum,SF
23,18,Victor,Claver,PF
23,23,Allen,Crabbe,SG
23,19,Joel,Freeland,C
23,11,Meyers,Leonard,C
23,0,Damian,Lillard,PG
23,42,Robin,Lopez,C
23,2,Wesley,Matthews,SG
23,3,C.J.,McCollum,SG
23,41,Thomas,Robinson,PF
23,17,Earl,Watson,PG
23,25,Mo,Williams,PG
23,1,Dorell,Wright,SF
30,5,Quincy,Acy,SF
30,15,DeMarcus,Cousins,C
30,7,Jimmer,Fredette,PG
30,8,Rudy,Gay,SF
30,33,Aaron,Gray,C
30,24,Carl,Landry,PF
30,3,Ray,McCallum,PG
30,16,Ben,McLemore,SG
30,55,Hamady,Ndiaye,C
30,25,Travis,Outlaw,SF
30,22,Isaiah,Thomas,PG
30,34,Jason,Thompson,PF
30,23,Marcus,Thornton,SG
30,13,Derrick,Williams,PF
20,11,Jeff,Ayres,PF
20,16,Aron,Baynes,PF
20,3,Marco,Belinelli,SG
20,15,Matt,Bonner,PF
20,25,Nando,de Colo,PG
20,33,Boris,Diaw,PF
20,21,Tim,Duncan,PF
20,20,Manu,Ginobili,SG
20,4,Danny,Green,SG
20,5,Cory,Joseph,PG
20,2,Kawhi,Leonard,SF
20,8,Patty,Mills,PG
20,9,Tony,Parker,PG
20,22,Tiago,Splitter,C
20,24,Malcolm,Thomas,PF
5,13,Dwight,Buycks,PG
5,5,Austin,Daye,SF
5,10,DeMar,DeRozan,SG
5,2,Landry,Fields,SF
5,50,Tyler,Hansbrough,PF
5,44,Chuck,Hayes,PF
5,15,Amir,Johnson,PF
5,7,Kyle,Lowry,PG
5,16,Steve,Novak,SF
5,54,Patrick,Patterson,PF
5,31,Terrence,Ross,SG
5,25,John,Salmons,SF
5,77,Julyan,Stone,SG
5,17,Jonas,Valanciunas,C
5,21,Greivis,Vasquez,PG
25,11,Andris,Biedrins,C
25,3,Trey,Burke,PG
25,10,Alec,Burks,PG
25,21,Ian,Clark,SG
25,40,Jeremy,Evans,SF
25,15,Derrick,Favors,PF
25,8,Diante,Garrett,PG
25,27,Rudy,Gobert,C
25,33,Mike,Harris,SF
25,20,Gordon,Hayward,SG
25,24,Richard,Jefferson,SF
25,0,Enes,Kanter,C
25,5,John,Lucas III,PG
25,25,Brandon,Rush,SG
25,2,Marvin,Williams,PF
15,1,Trevor,Ariza,SF
15,3,Bradley,Beal,SG
15,35,Trevor,Booker,PF
15,4,Marcin,Gortat,C
15,7,Al,Harrington,PF
15,42,Nene,Hilario,PF
15,6,Eric,Maynor,PG
15,22,Otto,Porter Jr.,SF
15,14,Glen,Rice Jr.,SG
15,13,Kevin,Seraphin,C
15,31,Chris,Singleton,SF
15,17,Garrett,Temple,SG
15,24,Jan,Vesely,PF
15,2,John,Wall,PG
15,9,Martell,Webster,SF
4,50,Lavoy,Allen,PF
4,9,James,Anderson,SG
4,7,Lorenzo,Brown,PG
4,1,Michael,Carter-Williams,PG
4,20,Brandon,Davies,PF
4,00,Spencer,Hawes,C
4,5,Arnett,Moultrie,PF
4,4,Nerlens,Noel,C
4,33,Daniel,Orton,C
4,23,Jason,Richardson,SG
4,31,Hollis,Thompson,SF
4,12,Evan,Turner,SF
4,25,Elliot,Williams,SG
4,8,Tony,Wroten,SG
4,21,Thaddeus,Young,PF
29,2,Eric,Bledsoe,PG
29,25,Dionte,Christmas,SG
29,1,Goran,Dragic,SG
29,8,Channing,Frye,PF
29,20,Archie,Goodwin,SG
29,14,Gerald,Green,SG
29,55,Slava,Kravtsov,C
29,21,Alex,Len,C
29,15,Marcus,Morris,PF
29,11,Markieff,Morris,PF
29,50,Emeka,Okafor,C
29,22,Miles,Plumlee,C
29,3,Ish,Smith,PG
29,17,P.J.,Tucker,SF
14,4,Arron,Afflalo,SG
14,11,Glen,Davis,PF
14,21,Maurice,Harkless,SF
14,12,Tobias,Harris,SF
14,22,Solomon,Jones,PF
14,1,Doron,Lamb,SG
14,54,Jason,Maxiell,PF
14,55,E'Twaun,Moore,PG
14,14,Jameer,Nelson,PG
14,44,Andrew,Nicholson,PF
14,2,Kyle,O'Quinn,PF
14,5,Victor,Oladipo,SG
14,10,Ronnie,Price,PG
14,15,Hedo,Turkoglu,SF
14,9,Nikola,Vucevic,C
24,12,Steven,Adams,C
24,4,Nick,Collison,PF
24,35,Kevin,Durant,SF
24,6,Derek,Fisher,PG
24,8,Ryan,Gomes,SF
24,9,Serge,Ibaka,PF
24,15,Reggie,Jackson,PG
24,3,Perry,Jones,SF
24,11,Jeremy,Lamb,SG
24,5,Kendrick,Perkins,C
24,21,Andre,Roberson,SG
24,25,Thabo,Sefolosha,SG
24,34,Hasheem,Thabeet,C
24,0,Russell,Westbrook,PG
10,34,Giannis,Antetokounmpo,SG
10,3,Caron,Butler,SF
10,10,Carlos,Delfino,SG
10,31,John,Henson,PF
10,7,Ersan,Ilyasova,PF
10,11,Brandon,Knight,PG
10,00,O.J.,Mayo,SG
10,22,Khris,Middleton,PF
10,12,Gary,Neal,SG
10,27,Zaza,Pachulia,C
10,9,Miroslav,Raduljica,C
10,13,Luke,Ridnour,PG
10,8,Larry,Sanders,C
10,5,Ekpe,Udoh,PF
10,6,Nate,Wolters,PG
13,34,Ray,Allen,SG
13,11,Chris,Andersen,PF
13,50,Joel,Anthony,C
13,31,Shane,Battier,SF
13,8,Michael,Beasley,SF
13,1,Chris,Bosh,C
13,15,Mario,Chalmers,PG
13,30,Norris,Cole,PG
13,40,Udonis,Haslem,PF
13,6,LeBron,James,SF
13,22,James,Jones,SF
13,9,Rashard,Lewis,PF
13,21,Roger,Mason Jr.,SG
13,20,Greg,Oden,C
13,3,Dwyane,Wade,SG
18,9,Tony,Allen,SG
18,7,Jerryd,Bayless,PG
18,12,Nick,Calathes,SG
18,11,Mike,Conley,PG
18,1,Seth,Curry,SG
18,32,Ed,Davis,PF
18,22,Jamaal,Franklin,SG
18,33,Marc,Gasol,C
18,3,James,Johnson,PF
18,41,Kosta,Koufos,C
18,30,Jon,Leuer,PF
18,13,Mike,Miller,SF
18,20,Quincy,Pondexter,SF
18,21,Tayshaun,Prince,SF
18,50,Zach,Randolph,PF
28,5,Steve,Blake,PG
28,24,Kobe,Bryant,SG
28,1,Jordan,Farmar,PG
28,16,Pau,Gasol,C
28,7,Xavier,Henry,SF
28,27,Jordan,Hill,C
28,11,Wesley,Johnson,SG
28,9,Chris,Kaman,C
28,4,Ryan,Kelly,PF
28,12,Kendall,Marshall,PG
28,20,Jodie,Meeks,SG
28,10,Steve,Nash,PG
28,50,Robert,Sacre,C
28,3,Shawne,Williams,PF
28,0,Nick,Young,SF
27,22,Matt,Barnes,SF
27,25,Reggie,Bullock,SG
27,2,Darren,Collison,PG
27,11,Jamal,Crawford,SG
27,9,Jared,Dudley,SF
27,34,Willie,Green,SG
27,32,Blake,Griffin,PF
27,15,Ryan,Hollins,C
27,1,Stephen,Jackson,SF
27,33,Antawn,Jamison,PF
27,6,DeAndre,Jordan,C
27,0,Byron,Mullens,C
27,3,Chris,Paul,PG
27,4,J.J.,Redick,SG
27,5,Maalik,Wayns,PG
9,8,Rasual,Butler,SG
9,22,Chris,Copeland,SF
9,24,Paul,George,SF
9,33,Danny,Granger,SF
9,55,Roy,Hibbert,C
9,3,George,Hill,PG
9,9,Solomon,Hill,SF
9,11,Orlando,Johnson,SG
9,28,Ian,Mahinmi,C
9,4,Luis,Scola,PF
9,15,Donald,Sloan,PG
9,1,Lance,Stephenson,SG
9,32,C.J.,Watson,PG
9,21,David,West,PF
17,3,Omer,Asik,C
17,2,Patrick,Beverley,PG
17,10,Ronnie,Brewer,SF
17,0,Aaron,Brooks,PG
17,1,Isaiah,Canaan,PG
17,18,Omri,Casspi,SF
17,33,Robert,Covington,SF
17,32,Francisco,Garcia,SG
17,13,James,Harden,SG
17,12,Dwight,Howard,PF
17,6,Terrence,Jones,PF
17,7,Jeremy,Lin,PG
17,20,Donatas,Motiejunas,PF
17,25,Chandler,Parsons,SF
17,4,Greg,Smith,PF
26,57,Hilton,Armstrong,PF
26,40,Harrison,Barnes,SF
26,20,Kent,Bazemore,SG
26,12,Andrew,Bogut,C
26,30,Stephen,Curry,PG
26,0,Toney,Douglas,PG
26,31,Festus,Ezeli,C
26,23,Draymond,Green,SF
26,9,Andre,Iguodala,SF
26,1,Ognjen,Kuzmic,C
26,10,David,Lee,PF
26,8,Nemanja,Nedovic,PG
26,7,Jermaine,O'Neal,C
26,5,Marreese,Speights,PF
26,11,Klay,Thompson,SG
21,00,Darrell,Arthur,PF
21,21,Wilson,Chandler,SF
21,35,Kenneth,Faried,PF
21,94,Evan,Fournier,SG
21,4,Randy,Foye,SG
21,8,Danilo,Gallinari,SF
21,1,Jordan,Hamilton,SF
21,7,J.J.,Hickson,PF
21,3,Ty,Lawson,PG
21,34,JaVale,McGee,C
21,24,Andre,Miller,PG
21,30,Quincy,Miller,SF
21,25,Timofey,Mozgov,C
21,15,Anthony,Randolph,SF
21,10,Nate,Robinson,PG
8,1,Chauncey,Billups,SG
8,12,Will,Bynum,PG
8,5,Kentavious,Caldwell-Pope,SG
8,13,Luigi,Datome,SF
8,0,Andre,Drummond,C
8,55,Josh,Harrellson,PF
8,7,Brandon,Jennings,PG
8,33,Jonas,Jerebko,PF
8,9,Tony,Mitchell,PF
8,10,Greg,Monroe,PF
8,25,Kyle,Singler,SF
8,34,Peyton,Siva,PG
8,6,Josh,Smith,SF
8,3,Rodney,Stuckey,SG
8,31,Charlie,Villanueva,PF
16,45,DeJuan,Blair,C
16,8,Jose,Calderon,PG
16,25,Vince,Carter,SG
16,9,Jae,Crowder,SF
16,1,Samuel,Dalembert,C
16,21,Wayne,Ellington,SG
16,11,Monta,Ellis,SG
16,20,Devin,Harris,PG
16,5,Bernard,James,C
16,3,Shane,Larkin,PG
16,7,Ricky,Ledo,SG
16,0,Shawn,Marion,SF
16,33,Gal,Mekel,PG
16,41,Dirk,Nowitzki,PF
16,34,Brandan,Wright,PF
7,15,Anthony,Bennett,SF
7,21,Andrew,Bynum,C
7,6,Earl,Clark,SF
7,9,Matthew,Dellavedova,SG
7,30,Carrick,Felix,SG
7,33,Alonzo,Gee,SF
7,2,Kyrie,Irving,PG
7,1,Jarrett,Jack,PG
7,10,Sergey,Karasev,SG
7,0,C.J.,Miles,SG
7,14,Henry,Sims,C
7,13,Tristan,Thompson,PF
7,17,Anderson,Varejao,C
7,3,Dion,Waiters,SG
7,40,Tyler,Zeller,C
1,30,Brandon,Bass,PF
1,4,Keith,Bogans,SG
1,0,Avery,Bradley,PG
1,12,MarShon,Brooks,SG
1,27,Jordan,Crawford,SG
1,38,Vitor,Faverani,C
1,8,Jeff,Green,SG
1,43,Kris,Humphries,PF
1,11,Courtney,Lee,SG
1,41,Kelly,Olynyk,C
1,26,Phil,Pressey,PG
1,9,Rajon,Rondo,PG
1,7,Jared,Sullinger,PF
1,45,Gerald,Wallace,SF
2,6,Alan,Anderson,SG
2,0,Andray,Blatche,C 
2,30,Reggie,Evans,PF
2,2,Kevin,Garnett,PF
2,7,Joe,Johnson,SG
2,47,Andrei,Kirilenko,SF
2,14,Shaun,Livingston,PG
2,11,Brook,Lopez,C 
2,34,Paul,Pierce,SF
2,1,Mason,Plumlee,PF
2,20,Tornike,Shengelia,SF
2,10,Tyshawn,Taylor,PG
2,33,Mirza,Teletovic,PF
2,31,Jason,Terry,SG
2,8,Deron,Williams,PG
6,14,D.J.,Augustin,PG
6,5,Carlos,Boozer,PF
6,21,Jimmy,Butler,SG
6,9,Luol,Deng,SF
6,34,Mike,Dunleavy,SF
6,22,Taj,Gibson,PF
6,12,Kirk,Hinrich,SG
6,8,Mike,James,PG
6,48,Nazr,Mohammed,C
6,31,Erik,Murphy,PF
6,13,Joakim,Noah,C
6,1,Derrick,Rose,PG
6,20,Tony,Snell,SF
6,25,Marquis,Teague,PG
12,4,Jeff,Adrien,PF
12,0,Bismack,Biyombo,C 
12,17,Chris,Douglas-Roberts,SG
12,8,Ben,Gordon,SG
12,33,Brendan,Haywood,C 
12,9,Gerald,Henderson,SG
12,25,Al,Jefferson,C 
12,14,Michael,Kidd-Gilchrist,SF
12,11,Josh,McRoberts,PF
12,5,Jannero,Pargo,PG
12,7,Ramon,Sessions,PG
12,44,Jeff,Taylor,SG
12,43,Anthony,Tolliver,PF
12,15,Kemba,Walker,PG
12,40,Cody,Zeller,C 
11,6,Pero,Antic,C
11,14,Gustavo,Ayon,PF
11,42,Elton,Brand,PF
11,5,DeMarre,Carroll,SF
11,7,Jared,Cunningham,SG
11,15,Al,Horford,C
11,12,John,Jenkins,SG
11,26,Kyle,Korver,SG
11,8,Shelvin,Mack,PG
11,20,Cartier,Martin,SF
11,4,Paul,Millsap,PF
11,17,Dennis,Schroder,PG
11,32,Mike,Scott,PF
11,0,Jeff,Teague,PG
11,3,Louis,Williams,SG
